Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
18/06/2024 09:45:00,01/05/2024,Aggregate LNG Importations - Daily Flow,22.8089,18/06/2024 11:00:00,
18/06/2024 09:45:00,02/05/2024,Aggregate LNG Importations - Daily Flow,24.7592,18/06/2024 11:00:00,
18/06/2024 09:45:00,03/05/2024,Aggregate LNG Importations - Daily Flow,20.794,18/06/2024 11:00:00,
18/06/2024 09:45:00,04/05/2024,Aggregate LNG Importations - Daily Flow,20.5073,18/06/2024 11:00:00,
18/06/2024 09:45:00,05/05/2024,Aggregate LNG Importations - Daily Flow,20.55425,18/06/2024 11:00:00,
18/06/2024 09:45:00,06/05/2024,Aggregate LNG Importations - Daily Flow,20.546,18/06/2024 11:00:00,
18/06/2024 09:45:00,07/05/2024,Aggregate LNG Importations - Daily Flow,23.6486,18/06/2024 11:00:00,
18/06/2024 09:45:00,08/05/2024,Aggregate LNG Importations - Daily Flow,23.9594,18/06/2024 11:00:00,
18/06/2024 09:45:00,09/05/2024,Aggregate LNG Importations - Daily Flow,23.8902,18/06/2024 11:00:00,
18/06/2024 09:45:00,10/05/2024,Aggregate LNG Importations - Daily Flow,21.0029,18/06/2024 11:00:00,
18/06/2024 09:45:00,11/05/2024,Aggregate LNG Importations - Daily Flow,8.39493,18/06/2024 11:00:00,
18/06/2024 09:45:00,12/05/2024,Aggregate LNG Importations - Daily Flow,8.2361,18/06/2024 11:00:00,
18/06/2024 09:45:00,13/05/2024,Aggregate LNG Importations - Daily Flow,6.2544,18/06/2024 11:00:00,
18/06/2024 09:45:00,14/05/2024,Aggregate LNG Importations - Daily Flow,6.927,18/06/2024 11:00:00,
18/06/2024 09:45:00,15/05/2024,Aggregate LNG Importations - Daily Flow,7.09422,18/06/2024 11:00:00,
18/06/2024 09:45:00,16/05/2024,Aggregate LNG Importations - Daily Flow,10.3044,18/06/2024 11:00:00,
18/06/2024 09:45:00,17/05/2024,Aggregate LNG Importations - Daily Flow,9.54048,18/06/2024 11:00:00,
18/06/2024 09:45:00,18/05/2024,Aggregate LNG Importations - Daily Flow,5.6914,18/06/2024 11:00:00,
18/06/2024 09:45:00,19/05/2024,Aggregate LNG Importations - Daily Flow,6.6418,18/06/2024 11:00:00,
18/06/2024 09:45:00,20/05/2024,Aggregate LNG Importations - Daily Flow,9.51925,18/06/2024 11:00:00,
18/06/2024 09:45:00,21/05/2024,Aggregate LNG Importations - Daily Flow,19.55901,18/06/2024 11:00:00,
18/06/2024 09:45:00,22/05/2024,Aggregate LNG Importations - Daily Flow,14.38141,18/06/2024 11:00:00,
18/06/2024 09:45:00,23/05/2024,Aggregate LNG Importations - Daily Flow,16.90412,18/06/2024 11:00:00,
18/06/2024 09:45:00,24/05/2024,Aggregate LNG Importations - Daily Flow,14.3418,18/06/2024 11:00:00,
18/06/2024 09:45:00,25/05/2024,Aggregate LNG Importations - Daily Flow,8.7317,18/06/2024 11:00:00,
18/06/2024 09:45:00,26/05/2024,Aggregate LNG Importations - Daily Flow,7.8858,18/06/2024 11:00:00,
18/06/2024 09:45:00,27/05/2024,Aggregate LNG Importations - Daily Flow,5.9064,18/06/2024 11:00:00,
18/06/2024 09:45:00,28/05/2024,Aggregate LNG Importations - Daily Flow,5.9026,18/06/2024 11:00:00,
18/06/2024 09:45:00,29/05/2024,Aggregate LNG Importations - Daily Flow,5.9018,18/06/2024 11:00:00,
18/06/2024 09:45:00,30/05/2024,Aggregate LNG Importations - Daily Flow,5.9124,18/06/2024 11:00:00,
18/06/2024 09:45:00,31/05/2024,Aggregate LNG Importations - Daily Flow,5.9834,18/06/2024 11:00:00,
18/06/2024 09:45:00,01/05/2024,Beach and IOG - Beach Delivery,134.11275,18/06/2024 10:00:00,
18/06/2024 09:45:00,02/05/2024,Beach and IOG - Beach Delivery,144.58389,18/06/2024 10:00:00,
18/06/2024 09:45:00,03/05/2024,Beach and IOG - Beach Delivery,149.32718,18/06/2024 10:00:00,
18/06/2024 09:45:00,04/05/2024,Beach and IOG - Beach Delivery,143.5134,18/06/2024 10:00:00,
18/06/2024 09:45:00,05/05/2024,Beach and IOG - Beach Delivery,147.23081,18/06/2024 10:00:00,
18/06/2024 09:45:00,06/05/2024,Beach and IOG - Beach Delivery,142.14029,18/06/2024 10:00:00,
18/06/2024 09:45:00,07/05/2024,Beach and IOG - Beach Delivery,149.01667,18/06/2024 10:00:00,
18/06/2024 09:45:00,08/05/2024,Beach and IOG - Beach Delivery,140.52417,18/06/2024 10:00:00,
18/06/2024 09:45:00,09/05/2024,Beach and IOG - Beach Delivery,141.8141,18/06/2024 10:00:00,
18/06/2024 09:45:00,10/05/2024,Beach and IOG - Beach Delivery,157.77088,18/06/2024 10:00:00,
18/06/2024 09:45:00,11/05/2024,Beach and IOG - Beach Delivery,147.74454,18/06/2024 10:00:00,
18/06/2024 09:45:00,12/05/2024,Beach and IOG - Beach Delivery,144.79727,18/06/2024 10:00:00,
18/06/2024 09:45:00,13/05/2024,Beach and IOG - Beach Delivery,162.59205,18/06/2024 10:00:00,
18/06/2024 09:45:00,14/05/2024,Beach and IOG - Beach Delivery,159.50908,18/06/2024 10:00:00,
18/06/2024 09:45:00,15/05/2024,Beach and IOG - Beach Delivery,160.53598,18/06/2024 10:00:00,
18/06/2024 09:45:00,16/05/2024,Beach and IOG - Beach Delivery,163.0744,18/06/2024 10:00:00,
18/06/2024 09:45:00,17/05/2024,Beach and IOG - Beach Delivery,158.82238,18/06/2024 10:00:00,
18/06/2024 09:45:00,18/05/2024,Beach and IOG - Beach Delivery,152.73976,18/06/2024 10:00:00,
18/06/2024 09:45:00,19/05/2024,Beach and IOG - Beach Delivery,155.78191,18/06/2024 10:00:00,
18/06/2024 09:45:00,20/05/2024,Beach and IOG - Beach Delivery,158.1178,18/06/2024 10:00:00,
18/06/2024 09:45:00,21/05/2024,Beach and IOG - Beach Delivery,138.41966,18/06/2024 10:00:00,
18/06/2024 09:45:00,22/05/2024,Beach and IOG - Beach Delivery,153.15404,18/06/2024 10:00:00,
18/06/2024 09:45:00,23/05/2024,Beach and IOG - Beach Delivery,122.61789,18/06/2024 10:00:00,
18/06/2024 09:45:00,24/05/2024,Beach and IOG - Beach Delivery,130.55253,18/06/2024 10:00:00,
18/06/2024 09:45:00,25/05/2024,Beach and IOG - Beach Delivery,115.07125,18/06/2024 10:00:00,
18/06/2024 09:45:00,26/05/2024,Beach and IOG - Beach Delivery,121.79133,18/06/2024 10:00:00,
18/06/2024 09:45:00,27/05/2024,Beach and IOG - Beach Delivery,125.82451,18/06/2024 10:00:00,
18/06/2024 09:45:00,28/05/2024,Beach and IOG - Beach Delivery,118.34276,18/06/2024 10:00:00,
18/06/2024 09:45:00,29/05/2024,Beach and IOG - Beach Delivery,105.52138,18/06/2024 10:00:00,
18/06/2024 09:45:00,30/05/2024,Beach and IOG - Beach Delivery,144.24243,18/06/2024 10:00:00,
18/06/2024 09:45:00,31/05/2024,Beach and IOG - Beach Delivery,135.09228,18/06/2024 10:00:00,
18/06/2024 09:45:00,01/05/2024,Beach and IOG - Daily Flow,134.30285,18/06/2024 10:00:00,
18/06/2024 09:45:00,02/05/2024,Beach and IOG - Daily Flow,144.58389,18/06/2024 10:00:00,
18/06/2024 09:45:00,03/05/2024,Beach and IOG - Daily Flow,149.32718,18/06/2024 10:00:00,
18/06/2024 09:45:00,04/05/2024,Beach and IOG - Daily Flow,143.5134,18/06/2024 10:00:00,
18/06/2024 09:45:00,05/05/2024,Beach and IOG - Daily Flow,147.23081,18/06/2024 10:00:00,
18/06/2024 09:45:00,06/05/2024,Beach and IOG - Daily Flow,142.14029,18/06/2024 10:00:00,
18/06/2024 09:45:00,07/05/2024,Beach and IOG - Daily Flow,149.01667,18/06/2024 10:00:00,
18/06/2024 09:45:00,08/05/2024,Beach and IOG - Daily Flow,140.52417,18/06/2024 10:00:00,
18/06/2024 09:45:00,09/05/2024,Beach and IOG - Daily Flow,141.8141,18/06/2024 10:00:00,
18/06/2024 09:45:00,10/05/2024,Beach and IOG - Daily Flow,157.77088,18/06/2024 10:00:00,
18/06/2024 09:45:00,11/05/2024,Beach and IOG - Daily Flow,147.74454,18/06/2024 10:00:00,
18/06/2024 09:45:00,12/05/2024,Beach and IOG - Daily Flow,144.79727,18/06/2024 10:00:00,
18/06/2024 09:45:00,13/05/2024,Beach and IOG - Daily Flow,162.59205,18/06/2024 10:00:00,
18/06/2024 09:45:00,14/05/2024,Beach and IOG - Daily Flow,159.50908,18/06/2024 10:00:00,
18/06/2024 09:45:00,15/05/2024,Beach and IOG - Daily Flow,160.53598,18/06/2024 10:00:00,
18/06/2024 09:45:00,16/05/2024,Beach and IOG - Daily Flow,163.0744,18/06/2024 10:00:00,
18/06/2024 09:45:00,17/05/2024,Beach and IOG - Daily Flow,158.82238,18/06/2024 10:00:00,
18/06/2024 09:45:00,18/05/2024,Beach and IOG - Daily Flow,152.73976,18/06/2024 10:00:00,
18/06/2024 09:45:00,19/05/2024,Beach and IOG - Daily Flow,155.78191,18/06/2024 10:00:00,
18/06/2024 09:45:00,20/05/2024,Beach and IOG - Daily Flow,158.1178,18/06/2024 10:00:00,
18/06/2024 09:45:00,21/05/2024,Beach and IOG - Daily Flow,138.41966,18/06/2024 10:00:00,
18/06/2024 09:45:00,22/05/2024,Beach and IOG - Daily Flow,153.15404,18/06/2024 10:00:00,
18/06/2024 09:45:00,23/05/2024,Beach and IOG - Daily Flow,122.61789,18/06/2024 10:00:00,
18/06/2024 09:45:00,24/05/2024,Beach and IOG - Daily Flow,130.55253,18/06/2024 10:00:00,
18/06/2024 09:45:00,25/05/2024,Beach and IOG - Daily Flow,115.07125,18/06/2024 10:00:00,
18/06/2024 09:45:00,26/05/2024,Beach and IOG - Daily Flow,121.79133,18/06/2024 10:00:00,
18/06/2024 09:45:00,27/05/2024,Beach and IOG - Daily Flow,125.82451,18/06/2024 10:00:00,
18/06/2024 09:45:00,28/05/2024,Beach and IOG - Daily Flow,118.34276,18/06/2024 10:00:00,
18/06/2024 09:45:00,29/05/2024,Beach and IOG - Daily Flow,105.52138,18/06/2024 10:00:00,
18/06/2024 09:45:00,30/05/2024,Beach and IOG - Daily Flow,144.24243,18/06/2024 10:00:00,
18/06/2024 09:45:00,31/05/2024,Beach and IOG - Daily Flow,135.09228,18/06/2024 10:00:00,
18/06/2024 09:45:00,01/05/2024,Beach Including Norway - Daily Flow,116.89415,18/06/2024 11:00:00,
18/06/2024 09:45:00,02/05/2024,Beach Including Norway - Daily Flow,119.88219,18/06/2024 11:00:00,
18/06/2024 09:45:00,03/05/2024,Beach Including Norway - Daily Flow,131.66818,18/06/2024 11:00:00,
18/06/2024 09:45:00,04/05/2024,Beach Including Norway - Daily Flow,128.7731,18/06/2024 11:00:00,
18/06/2024 09:45:00,05/05/2024,Beach Including Norway - Daily Flow,132.61106,18/06/2024 11:00:00,
18/06/2024 09:45:00,06/05/2024,Beach Including Norway - Daily Flow,127.50339,18/06/2024 11:00:00,
18/06/2024 09:45:00,07/05/2024,Beach Including Norway - Daily Flow,130.05197,18/06/2024 11:00:00,
18/06/2024 09:45:00,08/05/2024,Beach Including Norway - Daily Flow,121.48257,18/06/2024 11:00:00,
18/06/2024 09:45:00,09/05/2024,Beach Including Norway - Daily Flow,122.8604,18/06/2024 11:00:00,
18/06/2024 09:45:00,10/05/2024,Beach Including Norway - Daily Flow,141.68318,18/06/2024 11:00:00,
18/06/2024 09:45:00,11/05/2024,Beach Including Norway - Daily Flow,144.26471,18/06/2024 11:00:00,
18/06/2024 09:45:00,12/05/2024,Beach Including Norway - Daily Flow,141.45027,18/06/2024 11:00:00,
18/06/2024 09:45:00,13/05/2024,Beach Including Norway - Daily Flow,161.16345,18/06/2024 11:00:00,
18/06/2024 09:45:00,14/05/2024,Beach Including Norway - Daily Flow,157.43888,18/06/2024 11:00:00,
18/06/2024 09:45:00,15/05/2024,Beach Including Norway - Daily Flow,158.31866,18/06/2024 11:00:00,
18/06/2024 09:45:00,16/05/2024,Beach Including Norway - Daily Flow,157.6262,18/06/2024 11:00:00,
18/06/2024 09:45:00,17/05/2024,Beach Including Norway - Daily Flow,154.1896,18/06/2024 11:00:00,
18/06/2024 09:45:00,18/05/2024,Beach Including Norway - Daily Flow,151.86546,18/06/2024 11:00:00,
18/06/2024 09:45:00,19/05/2024,Beach Including Norway - Daily Flow,153.95751,18/06/2024 11:00:00,
18/06/2024 09:45:00,20/05/2024,Beach Including Norway - Daily Flow,153.43585,18/06/2024 11:00:00,
18/06/2024 09:45:00,21/05/2024,Beach Including Norway - Daily Flow,123.81555,18/06/2024 11:00:00,
18/06/2024 09:45:00,22/05/2024,Beach Including Norway - Daily Flow,143.69513,18/06/2024 11:00:00,
18/06/2024 09:45:00,23/05/2024,Beach Including Norway - Daily Flow,110.71917,18/06/2024 11:00:00,
18/06/2024 09:45:00,24/05/2024,Beach Including Norway - Daily Flow,120.51483,18/06/2024 11:00:00,
18/06/2024 09:45:00,25/05/2024,Beach Including Norway - Daily Flow,111.27375,18/06/2024 11:00:00,
18/06/2024 09:45:00,26/05/2024,Beach Including Norway - Daily Flow,118.79113,18/06/2024 11:00:00,
18/06/2024 09:45:00,27/05/2024,Beach Including Norway - Daily Flow,124.71851,18/06/2024 11:00:00,
18/06/2024 09:45:00,28/05/2024,Beach Including Norway - Daily Flow,117.31326,18/06/2024 11:00:00,
18/06/2024 09:45:00,29/05/2024,Beach Including Norway - Daily Flow,104.58918,18/06/2024 11:00:00,
18/06/2024 09:45:00,30/05/2024,Beach Including Norway - Daily Flow,144.12993,18/06/2024 11:00:00,
18/06/2024 09:45:00,31/05/2024,Beach Including Norway - Daily Flow,134.90808,18/06/2024 11:00:00,
18/06/2024 09:45:00,01/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,02/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,03/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,04/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,05/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,06/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,07/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,08/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,09/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,10/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,11/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,12/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,13/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,14/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
18/06/2024 09:45:00,15/05/2024,Interconnector - Daily Flow,.15288,18/06/2024 10:00:00,
