Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
21/01/2022 08:45:00,01/12/2021,Aggregate LNG Importations - Daily Flow,66.15609,21/01/2022 11:00:00,
21/01/2022 08:45:00,02/12/2021,Aggregate LNG Importations - Daily Flow,81.12982,21/01/2022 11:00:00,
21/01/2022 08:45:00,03/12/2021,Aggregate LNG Importations - Daily Flow,76.15535,21/01/2022 11:00:00,
21/01/2022 08:45:00,04/12/2021,Aggregate LNG Importations - Daily Flow,64.43333,21/01/2022 11:00:00,
21/01/2022 08:45:00,05/12/2021,Aggregate LNG Importations - Daily Flow,69.2526,21/01/2022 11:00:00,
21/01/2022 08:45:00,06/12/2021,Aggregate LNG Importations - Daily Flow,82.56354,21/01/2022 11:00:00,
21/01/2022 08:45:00,07/12/2021,Aggregate LNG Importations - Daily Flow,72.11158,21/01/2022 11:00:00,
21/01/2022 08:45:00,08/12/2021,Aggregate LNG Importations - Daily Flow,71.52031,21/01/2022 11:00:00,
21/01/2022 08:45:00,09/12/2021,Aggregate LNG Importations - Daily Flow,76.23251,21/01/2022 11:00:00,
21/01/2022 08:45:00,10/12/2021,Aggregate LNG Importations - Daily Flow,96.02684,21/01/2022 11:00:00,
21/01/2022 08:45:00,11/12/2021,Aggregate LNG Importations - Daily Flow,70.70073,21/01/2022 11:00:00,
21/01/2022 08:45:00,12/12/2021,Aggregate LNG Importations - Daily Flow,64.10502,21/01/2022 11:00:00,
21/01/2022 08:45:00,13/12/2021,Aggregate LNG Importations - Daily Flow,76.44804,21/01/2022 11:00:00,
21/01/2022 08:45:00,14/12/2021,Aggregate LNG Importations - Daily Flow,72.17267,21/01/2022 11:00:00,
21/01/2022 08:45:00,15/12/2021,Aggregate LNG Importations - Daily Flow,68.80917,21/01/2022 11:00:00,
21/01/2022 08:45:00,16/12/2021,Aggregate LNG Importations - Daily Flow,72.25057,21/01/2022 11:00:00,
21/01/2022 08:45:00,17/12/2021,Aggregate LNG Importations - Daily Flow,66.66267,21/01/2022 11:00:00,
21/01/2022 08:45:00,18/12/2021,Aggregate LNG Importations - Daily Flow,50.50532,21/01/2022 11:00:00,
21/01/2022 08:45:00,19/12/2021,Aggregate LNG Importations - Daily Flow,52.67398,21/01/2022 11:00:00,
21/01/2022 08:45:00,20/12/2021,Aggregate LNG Importations - Daily Flow,62.41507,21/01/2022 11:00:00,
21/01/2022 08:45:00,21/12/2021,Aggregate LNG Importations - Daily Flow,55.00215,21/01/2022 11:00:00,
21/01/2022 08:45:00,22/12/2021,Aggregate LNG Importations - Daily Flow,63.28837,21/01/2022 11:00:00,
21/01/2022 08:45:00,23/12/2021,Aggregate LNG Importations - Daily Flow,60.24347,21/01/2022 11:00:00,
21/01/2022 08:45:00,24/12/2021,Aggregate LNG Importations - Daily Flow,52.04628,21/01/2022 11:00:00,
21/01/2022 08:45:00,25/12/2021,Aggregate LNG Importations - Daily Flow,44.62593,21/01/2022 11:00:00,
21/01/2022 08:45:00,26/12/2021,Aggregate LNG Importations - Daily Flow,54.87563,21/01/2022 11:00:00,
21/01/2022 08:45:00,27/12/2021,Aggregate LNG Importations - Daily Flow,59.92283,21/01/2022 11:00:00,
21/01/2022 08:45:00,28/12/2021,Aggregate LNG Importations - Daily Flow,59.14348,21/01/2022 11:00:00,
21/01/2022 08:45:00,29/12/2021,Aggregate LNG Importations - Daily Flow,61.37586,21/01/2022 11:00:00,
21/01/2022 08:45:00,30/12/2021,Aggregate LNG Importations - Daily Flow,47.59806,21/01/2022 11:00:00,
21/01/2022 08:45:00,31/12/2021,Aggregate LNG Importations - Daily Flow,45.6322,21/01/2022 11:00:00,
21/01/2022 08:45:00,01/12/2021,Beach and IOG - Beach Delivery,280.74545,21/01/2022 10:00:00,
21/01/2022 08:45:00,02/12/2021,Beach and IOG - Beach Delivery,298.77713,21/01/2022 10:00:00,
21/01/2022 08:45:00,03/12/2021,Beach and IOG - Beach Delivery,294.95801,21/01/2022 10:00:00,
21/01/2022 08:45:00,04/12/2021,Beach and IOG - Beach Delivery,275.69237,21/01/2022 10:00:00,
21/01/2022 08:45:00,05/12/2021,Beach and IOG - Beach Delivery,284.18376,21/01/2022 10:00:00,
21/01/2022 08:45:00,06/12/2021,Beach and IOG - Beach Delivery,302.86856,21/01/2022 10:00:00,
21/01/2022 08:45:00,07/12/2021,Beach and IOG - Beach Delivery,281.91193,21/01/2022 10:00:00,
21/01/2022 08:45:00,08/12/2021,Beach and IOG - Beach Delivery,268.6762,21/01/2022 10:00:00,
21/01/2022 08:45:00,09/12/2021,Beach and IOG - Beach Delivery,290.59812,21/01/2022 10:00:00,
21/01/2022 08:45:00,10/12/2021,Beach and IOG - Beach Delivery,297.45463,21/01/2022 10:00:00,
21/01/2022 08:45:00,11/12/2021,Beach and IOG - Beach Delivery,258.13988,21/01/2022 10:00:00,
21/01/2022 08:45:00,12/12/2021,Beach and IOG - Beach Delivery,247.72548,21/01/2022 10:00:00,
21/01/2022 08:45:00,13/12/2021,Beach and IOG - Beach Delivery,264.57893,21/01/2022 10:00:00,
21/01/2022 08:45:00,14/12/2021,Beach and IOG - Beach Delivery,264.57893,21/01/2022 10:00:00,
21/01/2022 08:45:00,15/12/2021,Beach and IOG - Beach Delivery,264.57893,21/01/2022 10:00:00,
21/01/2022 08:45:00,16/12/2021,Beach and IOG - Beach Delivery,263.7088,21/01/2022 10:00:00,
21/01/2022 08:45:00,17/12/2021,Beach and IOG - Beach Delivery,280.82687,21/01/2022 10:00:00,
21/01/2022 08:45:00,18/12/2021,Beach and IOG - Beach Delivery,262.98439,21/01/2022 10:00:00,
21/01/2022 08:45:00,19/12/2021,Beach and IOG - Beach Delivery,260.52952,21/01/2022 10:00:00,
21/01/2022 08:45:00,20/12/2021,Beach and IOG - Beach Delivery,262.74648,21/01/2022 10:00:00,
21/01/2022 08:45:00,21/12/2021,Beach and IOG - Beach Delivery,276.34084,21/01/2022 10:00:00,
21/01/2022 08:45:00,22/12/2021,Beach and IOG - Beach Delivery,286.3817,21/01/2022 10:00:00,
