Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
06/10/2020 11:30:47,11/06/2020,Composite Weather Variable - Actual,,29/03/2023 08:59:09,
06/10/2020 11:30:47,12/06/2020,Composite Weather Variable - Actual,,29/03/2023 08:59:09,
06/10/2020 11:30:47,11/06/2020,Composite Weather Variable - Cold,4.67,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,Composite Weather Variable - Cold,0.44,06/10/2020 10:30:48,
06/10/2020 11:30:47,11/06/2020,Composite Weather Variable - Normal,12.49,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,Composite Weather Variable - Normal,8.37,06/10/2020 10:30:48,
06/10/2020 11:30:47,11/06/2020,Composite Weather Variable - Warm,11.65,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,Composite Weather Variable - Warm,9.63,06/10/2020 10:30:48,
06/10/2020 11:30:47,11/06/2020,Demand - Cold,313.610879171233,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,Demand - Cold,338.027596375738,06/10/2020 10:30:48,
06/10/2020 11:30:47,11/06/2020,"Demand - Cold, (excluding interconnector and storage)",297.086472954727,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,"Demand - Cold, (excluding interconnector and storage)",330.640269473273,06/10/2020 10:30:48,
06/10/2020 11:30:47,11/06/2020,Demand - Warm,206.45495900087,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,Demand - Warm,204.200296143556,06/10/2020 10:30:48,
06/10/2020 11:30:47,11/06/2020,"Demand - Warm, (excluding interconnector and storage)",189.930552784364,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,"Demand - Warm, (excluding interconnector and storage)",196.812969241091,06/10/2020 10:30:48,
06/10/2020 11:30:47,11/06/2020,"Demand, NTS, SND",259.265326534688,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,"Demand, NTS, SND",266.526829875192,06/10/2020 10:30:48,
06/10/2020 11:30:47,11/06/2020,"Demand, NTS, SND, (excluding interconnector and storage)",242.740920318182,06/10/2020 10:30:48,
06/10/2020 11:30:47,12/06/2020,"Demand, NTS, SND, (excluding interconnector and storage)",259.139502972727,06/10/2020 10:30:48,
01/10/2020 14:41:15,10/06/2020,Composite Weather Variable - Actual,,29/03/2023 08:59:09,
01/10/2020 14:41:15,10/06/2020,Composite Weather Variable - Cold,9.23,01/10/2020 13:41:15,
01/10/2020 14:41:15,10/06/2020,Composite Weather Variable - Normal,12.49,01/10/2020 13:41:15,
