Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
18/04/2023 09:45:00,01/03/2023,Aggregate LNG Importations - Daily Flow,101.17213,18/04/2023 11:00:00,
18/04/2023 09:45:00,02/03/2023,Aggregate LNG Importations - Daily Flow,102.40084,18/04/2023 11:00:00,
18/04/2023 09:45:00,03/03/2023,Aggregate LNG Importations - Daily Flow,100.82581,18/04/2023 11:00:00,
18/04/2023 09:45:00,04/03/2023,Aggregate LNG Importations - Daily Flow,90.68593,18/04/2023 11:00:00,
18/04/2023 09:45:00,05/03/2023,Aggregate LNG Importations - Daily Flow,93.87372,18/04/2023 11:00:00,
18/04/2023 09:45:00,06/03/2023,Aggregate LNG Importations - Daily Flow,91.54251,18/04/2023 11:00:00,
18/04/2023 09:45:00,07/03/2023,Aggregate LNG Importations - Daily Flow,96.08944,18/04/2023 11:00:00,
18/04/2023 09:45:00,08/03/2023,Aggregate LNG Importations - Daily Flow,101.88258,18/04/2023 11:00:00,
18/04/2023 09:45:00,09/03/2023,Aggregate LNG Importations - Daily Flow,98.50054,18/04/2023 11:00:00,
18/04/2023 09:45:00,10/03/2023,Aggregate LNG Importations - Daily Flow,106.32239,18/04/2023 11:00:00,
18/04/2023 09:45:00,11/03/2023,Aggregate LNG Importations - Daily Flow,99.28256,18/04/2023 11:00:00,
18/04/2023 09:45:00,12/03/2023,Aggregate LNG Importations - Daily Flow,84.85328,18/04/2023 11:00:00,
18/04/2023 09:45:00,13/03/2023,Aggregate LNG Importations - Daily Flow,78.72791,18/04/2023 11:00:00,
18/04/2023 09:45:00,14/03/2023,Aggregate LNG Importations - Daily Flow,83.80354,18/04/2023 11:00:00,
18/04/2023 09:45:00,15/03/2023,Aggregate LNG Importations - Daily Flow,92.66726,18/04/2023 11:00:00,
18/04/2023 09:45:00,16/03/2023,Aggregate LNG Importations - Daily Flow,96.40366,18/04/2023 11:00:00,
18/04/2023 09:45:00,17/03/2023,Aggregate LNG Importations - Daily Flow,112.8338,18/04/2023 11:00:00,
18/04/2023 09:45:00,18/03/2023,Aggregate LNG Importations - Daily Flow,92.72791,18/04/2023 11:00:00,
18/04/2023 09:45:00,19/03/2023,Aggregate LNG Importations - Daily Flow,94.5885,18/04/2023 11:00:00,
18/04/2023 09:45:00,20/03/2023,Aggregate LNG Importations - Daily Flow,119.22651,18/04/2023 11:00:00,
18/04/2023 09:45:00,21/03/2023,Aggregate LNG Importations - Daily Flow,89.12049,18/04/2023 11:00:00,
18/04/2023 09:45:00,22/03/2023,Aggregate LNG Importations - Daily Flow,77.56989,18/04/2023 11:00:00,
18/04/2023 09:45:00,23/03/2023,Aggregate LNG Importations - Daily Flow,81.15689,18/04/2023 11:00:00,
18/04/2023 09:45:00,24/03/2023,Aggregate LNG Importations - Daily Flow,78.73673,18/04/2023 11:00:00,
18/04/2023 09:45:00,25/03/2023,Aggregate LNG Importations - Daily Flow,76.63575,18/04/2023 11:00:00,
18/04/2023 09:45:00,26/03/2023,Aggregate LNG Importations - Daily Flow,88.02551,18/04/2023 11:00:00,
18/04/2023 09:45:00,27/03/2023,Aggregate LNG Importations - Daily Flow,103.09554,18/04/2023 11:00:00,
18/04/2023 09:45:00,28/03/2023,Aggregate LNG Importations - Daily Flow,103.28188,18/04/2023 11:00:00,
18/04/2023 09:45:00,29/03/2023,Aggregate LNG Importations - Daily Flow,102.11666,18/04/2023 11:00:00,
18/04/2023 09:45:00,30/03/2023,Aggregate LNG Importations - Daily Flow,99.85581,18/04/2023 11:00:00,
18/04/2023 09:45:00,31/03/2023,Aggregate LNG Importations - Daily Flow,100.50984,18/04/2023 11:00:00,
18/04/2023 09:45:00,01/03/2023,Beach and IOG - Beach Delivery,289.75007,18/04/2023 10:00:00,
18/04/2023 09:45:00,02/03/2023,Beach and IOG - Beach Delivery,278.6649,18/04/2023 10:00:00,
18/04/2023 09:45:00,03/03/2023,Beach and IOG - Beach Delivery,276.2171,18/04/2023 10:00:00,
18/04/2023 09:45:00,04/03/2023,Beach and IOG - Beach Delivery,261.17944,18/04/2023 10:00:00,
18/04/2023 09:45:00,05/03/2023,Beach and IOG - Beach Delivery,272.12691,18/04/2023 10:00:00,
18/04/2023 09:45:00,06/03/2023,Beach and IOG - Beach Delivery,261.27206,18/04/2023 10:00:00,
18/04/2023 09:45:00,07/03/2023,Beach and IOG - Beach Delivery,246.07896,18/04/2023 10:00:00,
18/04/2023 09:45:00,08/03/2023,Beach and IOG - Beach Delivery,256.65888,18/04/2023 10:00:00,
18/04/2023 09:45:00,09/03/2023,Beach and IOG - Beach Delivery,260.05311,18/04/2023 10:00:00,
18/04/2023 09:45:00,10/03/2023,Beach and IOG - Beach Delivery,268.66439,18/04/2023 10:00:00,
18/04/2023 09:45:00,11/03/2023,Beach and IOG - Beach Delivery,272.73645,18/04/2023 10:00:00,
18/04/2023 09:45:00,12/03/2023,Beach and IOG - Beach Delivery,256.62885,18/04/2023 10:00:00,
18/04/2023 09:45:00,13/03/2023,Beach and IOG - Beach Delivery,253.71325,18/04/2023 10:00:00,
18/04/2023 09:45:00,14/03/2023,Beach and IOG - Beach Delivery,256.07683,18/04/2023 10:00:00,
18/04/2023 09:45:00,15/03/2023,Beach and IOG - Beach Delivery,257.32858,18/04/2023 10:00:00,
18/04/2023 09:45:00,16/03/2023,Beach and IOG - Beach Delivery,270.7611,18/04/2023 10:00:00,
18/04/2023 09:45:00,17/03/2023,Beach and IOG - Beach Delivery,290.45674,18/04/2023 10:00:00,
18/04/2023 09:45:00,18/03/2023,Beach and IOG - Beach Delivery,257.64102,18/04/2023 10:00:00,
18/04/2023 09:45:00,19/03/2023,Beach and IOG - Beach Delivery,268.28654,18/04/2023 10:00:00,
18/04/2023 09:45:00,20/03/2023,Beach and IOG - Beach Delivery,295.7664,18/04/2023 10:00:00,
18/04/2023 09:45:00,21/03/2023,Beach and IOG - Beach Delivery,248.28236,18/04/2023 10:00:00,
18/04/2023 09:45:00,22/03/2023,Beach and IOG - Beach Delivery,252.2606,18/04/2023 10:00:00,
18/04/2023 09:45:00,23/03/2023,Beach and IOG - Beach Delivery,250.46449,18/04/2023 10:00:00,
18/04/2023 09:45:00,24/03/2023,Beach and IOG - Beach Delivery,247.79353,18/04/2023 10:00:00,
